,negative,positive
nowcd,0.0,2.5
nowher,9.673419995676404,1.4836188105801071
nowherepleas,2.5,0.0
nowheresvill,5.0,0.0
nowit,2.5,0.0
nowload,2.5,0.0
noxious,0.0,5.0
noy,2.5,0.0
nozzl,7.5,0.0
np,5.678873587267573,2.095903274289385
npc,2.5,0.0
npr,5.678873587267573,2.095903274289385
nps,2.5,0.0
npt,0.0,2.5
npv,2.5,0.0
nr,0.0,2.5
nrbq,2.5,0.0
nrs,0.0,2.5
nrsv,0.0,2.5
ns,0.0,5.0
nsaid,2.5,0.0
nsattach,0.0,2.5
nsdap,2.5,0.0
nsk,0.0,2.5
nsync,3.9712170478272815,2.8046767821586527
nt,5.678873587267573,2.095903274289385
nte,0.0,2.5
nth,2.717562737549928,4.1145820804822515
nto,3.321928094887363,3.321928094887363
ntsc,2.8394367936337863,3.9173823267621817
nu,3.9712170478272815,2.8046767821586527
nuala,2.095903274289385,5.678873587267573
nuanc,2.6301168673979136,4.271985235273362
nub,2.5,0.0
nube,0.0,2.5
nubi,5.0,0.0
nublu,0.0,2.5
nuclear,8.003922779651097,1.6609640474436815
nude,6.610797698940938,1.8815421796317378
nudg,3.321928094887363,3.321928094887363
nudist,3.321928094887363,3.321928094887363
nuditi,3.321928094887363,3.321928094887363
nuel,2.5,0.0
nuela,0.0,2.5
nuestro,0.0,7.5
nuetral,0.0,2.5
nueva,3.321928094887363,3.321928094887363
nuevo,2.095903274289385,5.678873587267573
nuf,3.321928094887363,3.321928094887363
nuff,5.678873587267573,2.095903274289385
nugent,2.5,0.0
nuisanc,0.0,2.5
nuk,3.321928094887363,3.321928094887363
nuke,6.8433137786230045,1.8380053935977752
null,25.0,0.0
nullifi,3.321928094887363,3.321928094887363
num,2.5,0.0
numa,3.321928094887363,3.321928094887363
numb,14.360403123650746,1.2058307616113493
number,4.899079389427794,2.3475901497877913
numberof,0.0,2.5
numchuck,2.5,0.0
numer,4.964210542573143,2.3230463925882905
numerari,0.0,2.5
numerolog,0.0,2.5
numet,0.0,2.5
numin,0.0,2.5
nummi,0.0,2.5
numur,0.0,2.5
nun,10.318851158516171,1.4306765580733931
nunca,5.678873587267573,2.095903274289385
nunchaku,2.5,0.0
nunchuck,0.0,2.5
nunmber,2.5,0.0
nur,2.5,0.0
nureyev,0.0,5.0
nurs,1.634468111731971,8.214659114957284
nursegarden,2.5,0.0
nurseri,2.3475901497877913,4.899079389427794
nursuri,2.5,0.0
nurtur,0.0,7.5
nusrat,0.0,2.5
nussbaum,0.0,2.5
nut,3.9173823267621817,2.8394367936337863
nutbal,2.5,0.0
nutcas,5.0,0.0
nutcrak,0.0,2.5
nuthin,3.321928094887363,3.321928094887363
nutra,0.0,5.0
nutri,2.5,0.0
nutrit,1.6044944060210176,8.467449830186867
nutriti,1.8380053935977752,6.8433137786230045
nutritionist,0.0,2.5
nutshel,4.1145820804822515,2.717562737549928
nutshell,2.5,0.0
nutso,0.0,2.5
nutti,6.8433137786230045,1.8380053935977752
nuttiest,0.0,2.5
nuttin,0.0,2.5
nutz,2.5,0.0
nuut,0.0,2.5
nuvi,0.0,7.5
nuyorican,2.5,0.0
nuzio,0.0,2.5
nvc,2.5,0.0
nver,0.0,2.5
nvidia,2.095903274289385,5.678873587267573
nw,3.321928094887363,3.321928094887363
nwa,5.0,0.0
nx,2.5,0.0
nxt,2.5,0.0
ny,1.9796101017878516,6.14525046121494
nyc,2.9203673004336506,3.798794064681797
nyhc,5.0,0.0
nylon,1.285097208938469,12.62925313651334
nympho,2.5,0.0
nynaev,5.678873587267573,2.095903274289385
nyneav,0.0,5.0
nyota,0.0,2.5
nypd,2.095903274289385,5.678873587267573
nyquil,2.5,0.0
nyt,3.321928094887363,3.321928094887363
nytim,2.5,0.0
nyu,2.5,0.0
nz,0.0,2.5
oafish,2.5,0.0
oahu,0.0,10.0
oak,1.6609640474436815,8.003922779651097
oakefold,0.0,2.5
oakenfold,7.5,0.0
oaki,5.678873587267573,2.095903274289385
oakland,0.0,2.5
oar,2.5,0.0
oasi,2.095903274289385,5.678873587267573
oasla,2.5,0.0
oat,0.0,7.5
oatmeal,0.0,17.5
obama,5.0,0.0
obbses,0.0,2.5
obedi,6.8433137786230045,1.8380053935977752
obes,2.717562737549928,4.1145820804822515
obess,2.5,0.0
obey,2.4097933153777453,4.742632390555292
obfusc,5.0,0.0
obi,2.095903274289385,5.678873587267573
obituari,0.0,2.5
obiv,2.5,0.0
obivi,2.5,0.0
object,5.970466943390806,2.020814299663648
objectifi,2.5,0.0
objection,4.899079389427794,2.3475901497877913
objectiv,0.0,2.5
objectivist,2.5,0.0
objectivli,2.5,0.0
objet,2.5,0.0
oblig,3.0815587699515854,3.5873976034096917
obligaci,0.0,2.5
obligatori,2.51294159473206,4.507575551943847
obliqu,2.095903274289385,5.678873587267573
obliter,10.0,0.0
oblivi,2.51294159473206,4.507575551943847
obnocti,0.0,5.0
obnoxi,6.537338062857818,1.8959992354062922
obnoxius,2.5,0.0
obra,0.0,7.5
obscen,31.070680064188018,0.8725028695491561
obscur,4.787351301929626,2.3915240860690616
observ,2.3475901497877913,4.899079389427794
obsess,3.1921911131539926,3.4586425783143837
obsever,0.0,2.5
obsolet,11.859457970560367,1.3274436135281011
obsolut,2.5,0.0
obsses,0.0,2.5
obstens,0.0,2.5
obstetr,0.0,2.5
obstetrician,2.5,0.0
obstruct,7.5,0.0
obstructionist,2.5,0.0
obstrus,2.5,0.0
obtain,3.4762532987523937,3.1764356235119493
obtainthi,0.0,2.5
obtrus,10.318851158516171,1.4306765580733931
obtus,5.678873587267573,2.095903274289385
obviosuli,2.5,0.0
obviouisli,2.5,0.0
obviouli,0.0,2.5
obvioulsi,2.5,0.0
obvious,6.256974649278132,1.9546074773453093
obviousl,0.0,2.5
obviusli,0.0,2.5
obvoiusli,2.5,0.0
obvous,2.5,0.0
oc,0.0,2.5
ocala,0.0,2.5
ocasion,2.5,0.0
ocassion,0.0,10.0
occaision,2.5,0.0
occas,0.0,2.5
occasion,3.481388534756018,3.171880042295375
occasionali,0.0,2.5
occass,2.5,0.0
occassion,3.321928094887363,3.321928094887363
occat,2.5,0.0
occlud,2.5,0.0
occup,3.321928094887363,3.321928094887363
occupi,2.020814299663648,5.970466943390806
occur,4.176103012096183,2.682425211565153
occurr,3.321928094887363,3.321928094887363
occut,0.0,2.5
ocd,0.0,2.5
ocean,2.3858985318574284,4.801322650839046
oceania,0.0,5.0
ocl,0.0,2.5
ocm,0.0,2.5
ocr,12.5,0.0
oct,9.162168319362612,1.530895350152348
octafish,0.0,2.5
octagon,0.0,2.5
octav,0.0,5.0
octenol,2.5,0.0
octob,4.271985235273362,2.6301168673979136
octopus,0.0,12.5
ocur,7.5,0.0
od,1.6609640474436815,8.003922779651097
odd,4.455271306547738,2.537669459774494
odder,0.0,2.5
oddest,2.095903274289385,5.678873587267573
ode,0.0,2.5
odel,0.0,5.0
odelay,0.0,2.5
oder,3.321928094887363,3.321928094887363
odessa,2.5,0.0
odin,2.5,0.0
odinist,0.0,2.5
odious,3.321928094887363,3.321928094887363
odor,2.8394367936337863,3.9173823267621817
odorless,2.5,0.0
odwalla,5.0,0.0
odyessi,2.5,0.0
odysseus,2.5,0.0
odyssey,3.321928094887363,3.321928094887363
oedekick,2.5,0.0
oem,6.34486149433979,1.9356220019364556
oeuvr,5.678873587267573,2.095903274289385
of,2.095903274289385,5.678873587267573
ofactu,2.5,0.0
ofc,0.0,2.5
ofcomplet,0.0,5.0
ofcomput,0.0,2.5
ofcours,2.717562737549928,4.1145820804822515
ofcrap,2.5,0.0
ofemot,2.5,0.0
off,7.273516823572321,1.7653518456110993
offal,2.5,0.0
offbeat,2.2761793375349226,5.094382474196232
offc,0.0,2.5
offenc,3.321928094887363,3.321928094887363
offend,5.873310965300054,2.04490413990473
offens,9.740670059931523,1.4777736715355747
offer,3.8936817251156572,2.8551196513720893
offersin,2.5,0.0
offes,2.5,0.0
offi,2.5,0.0
offic,10.318851158516171,1.4306765580733931
officedepot,2.5,0.0
officemax,2.5,0.0
offici,5.010714036395447,2.305977577770878
offlin,5.0,0.0
offload,3.321928094887363,3.321928094887363
offorc,0.0,2.5
offput,5.0,0.0
offr,2.095903274289385,5.678873587267573
offscreen,0.0,2.5
offset,2.8394367936337863,3.9173823267621817
offshor,5.0,0.0
offspr,4.899079389427794,2.3475901497877913
offth,0.0,5.0
ofg,0.0,2.5
ofgc,0.0,2.5
ofgreat,0.0,2.5
ofgroundbreak,2.5,0.0
ofhistor,2.5,0.0
ofici,0.0,2.5
ofit,0.0,2.5
ofk,2.5,0.0
ofmi,0.0,2.5
ofmus,2.5,0.0
ofn,0.0,2.5
ofpeopl,2.5,0.0
ofphaedr,0.0,2.5
ofra,5.0,0.0
ofsuch,2.5,0.0
oft,2.51294159473206,4.507575551943847
oftani,0.0,2.5
often,2.9482201356610993,3.760023506539918
oftentim,3.321928094887363,3.321928094887363
ofth,4.1145820804822515,2.717562737549928
ofthi,3.321928094887363,3.321928094887363
oftot,0.0,2.5
oftown,0.0,2.5
ofunderread,2.5,0.0
ofyour,0.0,2.5
og,4.507575551943847,2.51294159473206
ogg,2.5,0.0
ogier,2.5,0.0
ogl,2.5,0.0
ogr,0.0,5.0
oh,5.71563105440297,2.085962284582815
ohh,1.6609640474436815,8.003922779651097
ohhh,2.095903274289385,5.678873587267573
ohhhh,2.5,0.0
ohhhhh,2.5,0.0
ohio,8.003922779651097,1.6609640474436815
ohm,0.0,2.5
ohrribl,2.5,0.0
ohter,0.0,2.5
ohterwis,2.5,0.0
ohura,2.5,0.0
oi,3.321928094887363,3.321928094887363
oif,0.0,2.5
oil,5.678873587267573,2.095903274289385
oilfre,2.5,0.0
oili,3.137168659354725,3.5211682165513474
oilier,0.0,2.5
ointment,2.5,0.0
oiseaux,2.5,0.0
oj,5.0,0.0
ojc,0.0,5.0
ojo,0.0,7.5
ok,8.401920762275664,1.6120845545137845
okamoto,2.5,0.0
okay,7.975988258665477,1.6645862074553333
okey,2.5,0.0
oki,0.0,2.5
okinawa,0.0,2.5
okish,2.5,0.0
okiya,0.0,2.5
oklahoma,2.5,0.0
oko,2.5,0.0
okphish,2.5,0.0
okretir,0.0,2.5
okth,3.321928094887363,3.321928094887363
ol,3.0212099296053805,3.662986595046085
olaf,0.0,2.5
olay,2.5,0.0
olblrlblr,2.5,0.0
old,3.1041137112531896,3.5601536558895677
olden,0.0,5.0
older,3.196053213836528,3.4543607537391634
oldest,1.582220362690496,8.666005490155959
oldfield,5.0,0.0
oldham,0.0,5.0
oldi,2.5,0.0
oldman,12.5,0.0
oldsmobil,2.5,0.0
oldtim,0.0,2.5
ole,4.1145820804822515,2.717562737549928
oleic,2.5,0.0
olesi,0.0,2.5
oleszek,0.0,2.5
olga,0.0,2.5
olhada,0.0,2.5
oli,2.5,0.0
oliff,2.5,0.0
oliv,2.644131960536996,4.245771638754643
oliveri,0.0,2.5
olivi,1.0479516371446924,19.549378059091087
olivia,2.5950375316654903,4.339356391946547
olli,5.0,0.0
olmo,0.0,2.5
olp,0.0,2.5
olsen,0.0,2.5
olso,2.5,0.0
olson,2.5,0.0
oltram,0.0,2.5
olv,0.0,2.5
olymp,3.321928094887363,3.321928094887363
olympian,3.321928094887363,3.321928094887363
olympus,6.4556962358128835,1.9124892893931982
olzon,2.5,0.0
om,2.5,0.0
oma,0.0,2.5
omaha,2.095903274289385,5.678873587267573
omar,3.321928094887363,3.321928094887363
ombni,0.0,2.5
ome,0.0,2.5
omega,2.813828723443679,3.9568651667890395
omegath,0.0,2.5
omelet,0.0,2.5
omg,6.610797698940938,1.8815421796317378
omggg,0.0,2.5
omigod,2.5,0.0
omin,1.3506893502198491,11.474446170085354
omit,8.58328067894192,1.5913711273047662
ommit,2.5,0.0
omni,0.0,2.5
omnib,2.5,0.0
omnici,0.0,2.5
omnipot,5.678873587267573,2.095903274289385
omnipres,3.321928094887363,3.321928094887363
omnisci,3.321928094887363,3.321928094887363
omnivor,2.5,0.0
omnogam,0.0,2.5
omot,2.5,0.0
omposs,2.5,0.0
on,2.5,0.0
ona,0.0,2.5
onalex,2.5,0.0
onanist,2.5,0.0
onawa,2.5,0.0
onboard,0.0,2.5
onbut,2.5,0.0
onc,3.1459976959497364,3.510939384529888
onceand,0.0,2.5
oncologist,0.0,2.5
oncolorfulha,0.0,2.5
oncom,0.0,5.0
ond,2.5,0.0
one,1.6609640474436815,8.003922779651097
onecal,2.5,0.0
onecan,0.0,2.5
onedon,2.5,0.0
oneelectron,0.0,2.5
oneeven,0.0,2.5
oneha,2.5,0.0
onehalf,0.0,2.5
onehundr,2.5,0.0
onei,3.321928094887363,3.321928094887363
oneil,2.5,0.0
onelinedraw,0.0,2.5
onemma,0.0,2.5
oneof,0.0,2.5
oner,0.0,2.5
onerainbow,0.0,5.0
oneself,1.6609640474436815,8.003922779651097
onethey,0.0,2.5
onethingforsur,2.5,0.0
onewhen,0.0,2.5
ong,0.0,7.5
ongo,2.437986966796919,4.675522918696934
onhalloween,0.0,2.5
onhand,0.0,2.5
oni,2.51294159473206,4.507575551943847
onimusha,0.0,2.5
onion,0.0,2.5
onj,0.0,2.5
onjust,0.0,2.5
onkyo,8.003922779651097,1.6609640474436815
onlark,2.5,0.0
onli,4.50724954798395,2.5130935901571188
onlin,4.478157707069883,2.526764184783315
onlt,3.321928094887363,3.321928094887363
onlya,3.321928094887363,3.321928094887363
onlyoth,2.5,0.0
onlypush,0.0,2.5
onlysaid,2.5,0.0
ono,3.321928094887363,3.321928094887363
onomatopoeia,2.5,0.0
onour,2.5,0.0
onscreen,5.678873587267573,2.095903274289385
onsit,0.0,5.0
onslaught,0.0,2.5
onstag,3.321928094887363,3.321928094887363
ont,3.321928094887363,3.321928094887363
ontario,0.0,2.5
onth,8.003922779651097,1.6609640474436815
ontheir,2.5,0.0
onthes,2.5,0.0
onthi,0.0,2.5
onto,0.0,7.5
ontolog,2.5,0.0
onus,2.5,0.0
onward,1.6609640474436815,8.003922779651097
onyli,0.0,2.5
onyour,2.5,0.0
onyourown,0.0,5.0
onyx,0.0,2.5
oo,4.899079389427794,2.3475901497877913
ooh,2.3475901497877913,4.899079389427794
oompa,5.678873587267573,2.095903274289385
oomph,7.5,0.0
ooo,5.0,0.0
oooh,7.5,0.0
ooohhhh,0.0,2.5
oooo,0.0,2.5
ooooh,2.5,0.0
oooooo,0.0,2.5
oooooohhhh,0.0,2.5
ooooz,0.0,2.5
ooop,0.0,2.5
oop,5.211440485380426,2.2363458328106818
ooz,3.719611071037446,2.978033117136071
oozi,5.0,0.0
op,2.8394367936337863,3.9173823267621817
opal,0.0,15.0
opaqu,3.321928094887363,3.321928094887363
opeind,2.5,0.0
open,4.186550360077686,2.676583611591498
openbi,0.0,2.5
opend,5.678873587267573,2.095903274289385
openend,2.5,0.0
openereight,0.0,2.5
openhci,0.0,2.5
openkind,0.0,2.5
openmind,3.321928094887363,3.321928094887363
openmosix,2.5,0.0
openswan,0.0,2.5
opensyour,0.0,2.5
oper,3.7319902984282702,2.968814154620113
opera,6.610797698940938,1.8815421796317378
operat,1.6609640474436815,8.003922779651097
operetta,2.5,0.0
opern,0.0,2.5
opeth,0.0,7.5
ophelia,0.0,2.5
ophul,0.0,5.0
opi,0.0,5.0
opin,3.321928094887363,3.321928094887363
opinian,2.5,0.0
opinion,5.678873587267573,2.095903274289385
opinionet,0.0,2.5
opinionfest,2.5,0.0
opinon,0.0,2.5
opm,0.0,2.5
opn,2.5,0.0
opon,0.0,2.5
oposit,0.0,2.5
opp,3.321928094887363,3.321928094887363
opper,2.5,0.0
oppo,3.321928094887363,3.321928094887363
oppon,0.0,2.5
opportunist,8.003922779651097,1.6609640474436815
oppos,5.512068624180378,2.142906945354647
opposit,3.321928094887363,3.321928094887363
opposti,0.0,2.5
oppres,0.0,2.5
oppress,4.1145820804822515,2.717562737549928
oprah,21.086080793749353,1.0149432704289736
oprat,0.0,2.5
opress,0.0,2.5
opt,4.0019613898255475,2.785345075685467
opteka,3.321928094887363,3.321928094887363
opti,0.0,2.5
optic,2.9027939409368027,3.8237780619932944
opticalwhich,0.0,2.5
opticbook,2.5,0.0
opticsal,0.0,7.5
optim,2.4097933153777453,4.742632390555292
optima,17.243773525740824,1.1073093649624544
optimist,2.2109333391015227,5.289431441108701
optimum,3.321928094887363,3.321928094887363
optimus,3.321928094887363,3.321928094887363
optin,2.5,0.0
option,3.321928094887363,3.321928094887363
optodisc,15.0,0.0
opul,0.0,2.5
opus,4.1145820804822515,2.717562737549928
opverproduc,0.0,2.5
oracl,5.678873587267573,2.095903274289385
oral,2.095903274289385,5.678873587267573
oralb,2.5,0.0
orando,0.0,2.5
orang,4.507575551943847,2.51294159473206
orangi,2.5,0.0
orangutan,2.5,0.0
oratori,5.0,0.0
orb,0.0,7.5
orballad,0.0,2.5
orbit,4.1145820804822515,2.717562737549928
orc,0.0,7.5
orchard,0.0,2.5
orchastra,2.5,0.0
orchestr,2.437986966796919,4.675522918696934
orchestra,1.8929578624225243,6.552643539533589
orchestratr,0.0,2.5
orchid,0.0,5.0
ord,7.5,0.0
ordain,0.0,5.0
ordanirari,2.5,0.0
ordeal,5.0,0.0
order,5.224441561764317,2.2320488270272634
orderd,5.678873587267573,2.095903274289385
ordin,2.5,0.0
ordinar,2.5,0.0
ordinari,2.9956038698978182,3.6963018795048592
ordinarili,10.318851158516171,1.4306765580733931
ore,2.51294159473206,4.507575551943847
oread,0.0,2.5
oreal,14.937236057436325,1.1832946624549385
ored,0.0,2.5
oregano,0.0,2.5
oregon,0.0,5.0
oreilli,2.5,0.0
orer,2.5,0.0
orfer,0.0,2.5
org,5.678873587267573,2.095903274289385
orgagn,0.0,2.5
organ,3.3959751956451347,3.249976929519156
organis,2.3475901497877913,4.899079389427794
organist,0.0,2.5
organiz,1.6609640474436815,8.003922779651097
orgasm,3.321928094887363,3.321928094887363
orgin,3.5873976034096917,3.0815587699515854
orgini,5.678873587267573,2.095903274289385
orginz,0.0,2.5
orgotherwis,0.0,2.5
orhtodox,0.0,2.5
oriana,2.095903274289385,5.678873587267573
oridinari,3.321928094887363,3.321928094887363
orien,0.0,2.5
orient,2.492863253167861,4.551142315155158
orig,0.0,2.5
origami,0.0,2.5
origamithi,2.5,0.0
origan,0.0,7.5
origen,0.0,2.5
origi,5.678873587267573,2.095903274289385
origin,3.954689529028868,2.815223286792536
originali,0.0,7.5
originalif,2.5,0.0
originallyintend,0.0,2.5
originalsuperstar,2.5,0.0
originalthey,2.5,0.0
originalunedit,2.5,0.0
origini,2.5,0.0
origion,24.15885792809679,0.9602525677891276
orign,3.719611071037446,2.978033117136071
origni,3.321928094887363,3.321928094887363
origon,0.0,5.0
oring,0.0,2.5
oringin,2.5,0.0
orinoco,3.321928094887363,3.321928094887363
oriol,0.0,5.0
orjust,0.0,2.5
orka,2.5,0.0
orlando,0.0,10.0
orlean,2.5,0.0
orleanian,2.5,0.0
orman,7.5,0.0
ormandi,2.5,0.0
ornament,1.6609640474436815,8.003922779651097
ornat,0.0,2.5
orneri,2.5,0.0
ornett,0.0,2.5
ornish,0.0,2.5
orovill,0.0,5.0
orozco,0.0,2.5
orphan,2.9203673004336506,3.798794064681797
orpheus,0.0,2.5
orphin,0.0,2.5
orquest,2.5,0.0
orr,0.0,2.5
orribl,2.5,0.0
orsay,0.0,7.5
orson,4.507575551943847,2.51294159473206
orst,0.0,2.5
orth,2.5,0.0
ortho,2.5,0.0
orthodont,2.5,0.0
orthodox,3.9173823267621817,2.8394367936337863
orthodoxyi,2.5,0.0
orthopaed,0.0,2.5
orthopead,2.5,0.0
orthoped,3.321928094887363,3.321928094887363
orthot,2.095903274289385,5.678873587267573
ortiz,0.0,2.5
orton,5.0,0.0
orus,0.0,2.5
orvill,2.5,0.0
orwel,0.9602525677891276,24.15885792809679
orwellian,3.321928094887363,3.321928094887363
oryema,0.0,5.0
os,4.0019613898255475,2.785345075685467
osama,3.321928094887363,3.321928094887363
osamu,0.0,2.5
osborn,0.0,5.0
osbourn,8.003922779651097,1.6609640474436815
osc,1.6609640474436815,8.003922779651097
oscar,2.717562737549928,4.1145820804822515
oscil,17.5,0.0
oshii,2.095903274289385,5.678873587267573
osiri,0.0,2.5
oskri,2.5,0.0
oslo,0.0,7.5
osmond,2.5,0.0
osprey,2.5,0.0
ostebe,2.5,0.0
ostens,8.003922779651097,1.6609640474436815
ostentati,1.6609640474436815,8.003922779651097
osteoarthr,0.0,2.5
osteoporosi,0.0,2.5
oster,10.318851158516171,1.4306765580733931
ostrac,0.0,7.5
ostrich,2.5,0.0
ostrovski,2.5,0.0
oswald,2.51294159473206,4.507575551943847
osx,10.0,0.0
ot,3.9173823267621817,2.8394367936337863
otaku,0.0,2.5
otaru,0.0,2.5
otc,0.0,2.5
otehrwis,2.5,0.0
oth,0.0,5.0
othar,0.0,2.5
othello,2.5,0.0
other,3.7022375554790505,2.9911029210406292
otherenglish,2.5,0.0
otherfor,2.5,0.0
otherl,0.0,2.5
othersof,0.0,2.5
otherwis,4.525862238852526,2.504457604971274
otherworld,0.0,5.0
othr,2.5,0.0
otoh,0.0,2.5
otra,1.6609640474436815,8.003922779651097
otro,4.507575551943847,2.51294159473206
ott,0.0,2.5
otto,0.0,5.0
ottoman,2.5,0.0
ou,0.0,5.0
ouch,65.0,0.0
oue,0.0,2.5
oufkir,0.0,5.0
oughta,0.0,2.5
oughtn,0.0,2.5
oughtto,0.0,2.5
oui,0.0,2.5
ouija,12.62925313651334,1.285097208938469
our,2.095903274289385,5.678873587267573
ouran,0.0,7.5
ourselv,2.095903274289385,5.678873587267573
ourski,0.0,2.5
ourthink,0.0,2.5
ourtim,0.0,2.5
ous,0.0,2.5
ouspenskaya,0.0,2.5
oustand,1.4306765580733931,10.318851158516171
out,3.4033562494057463,3.243027412831433
outa,0.0,10.0
outag,2.5,0.0
outapplese,2.5,0.0
outbeat,2.5,0.0
outboard,2.5,0.0
outbreak,2.095903274289385,5.678873587267573
outburst,2.5,0.0
outcast,2.095903274289385,5.678873587267573
outclass,2.5,0.0
outcom,4.1145820804822515,2.717562737549928
outdat,8.826091896510766,1.5650136205576073
outdid,0.0,5.0
outdo,1.6609640474436815,8.003922779651097
outdon,1.7721967586109773,7.230516925979993
outdoor,2.785345075685467,4.0019613898255475
outdoorsman,0.0,5.0
outdur,0.0,2.5
outehachi,0.0,2.5
outer,5.419336715827554,2.170464653912342
outerspac,0.0,2.5
outfit,2.3475901497877913,4.899079389427794
outfox,0.0,2.5
outgo,8.003922779651097,1.6609640474436815
outgrew,3.321928094887363,3.321928094887363
outgrow,2.095903274289385,5.678873587267573
outgrown,1.285097208938469,12.62925313651334
outi,2.5,0.0
outing,3.662986595046085,3.0212099296053805
outjust,0.0,2.5
outkast,0.0,2.5
outland,3.321928094887363,3.321928094887363
outlandish,4.1145820804822515,2.717562737549928
outlandishlyhug,2.5,0.0
outlast,2.095903274289385,5.678873587267573
outlaw,5.678873587267573,2.095903274289385
outlawz,5.678873587267573,2.095903274289385
outlet,7.5,0.0
outlin,1.3755182252363891,11.08934760734396
outliv,3.321928094887363,3.321928094887363
outloud,1.4306765580733931,10.318851158516171
outmod,2.5,0.0
outnumb,5.0,0.0
outof,0.0,2.5
outpac,5.0,0.0
outperform,1.6609640474436815,8.003922779651097
outplay,2.5,0.0
outpost,0.0,2.5
output,8.003922779651097,1.6609640474436815
outr,5.0,0.0
outrag,4.507575551943847,2.51294159473206
outragelousi,2.5,0.0
outragi,2.5,0.0
outrank,0.0,2.5
outremov,0.0,2.5
outright,8.003922779651097,1.6609640474436815
outro,2.5,0.0
outrun,7.5,0.0
outsel,5.0,0.0
outset,0.0,2.5
outshadow,2.5,0.0
outshin,1.6609640474436815,8.003922779651097
outsid,3.4030804768692096,3.2432863589085112
outsmart,2.095903274289385,5.678873587267573
outsourc,6.8433137786230045,1.8380053935977752
outspoken,3.321928094887363,3.321928094887363
outstand,1.2219771898044642,13.972296697219303
outstay,2.5,0.0
outstrech,2.5,0.0
outta,4.899079389427794,2.3475901497877913
outtak,5.0,0.0
outter,5.678873587267573,2.095903274289385
outth,2.5,0.0
outther,2.5,0.0
outthink,0.0,5.0
outward,4.899079389427794,2.3475901497877913
outway,0.0,5.0
outweigh,2.3475901497877913,4.899079389427794
outwit,1.6609640474436815,8.003922779651097
outworn,2.5,0.0
ouy,2.5,0.0
ov,2.5,0.0
ova,0.0,5.0
ovah,0.0,2.5
oval,6.4556962358128835,1.9124892893931982
ovari,2.5,0.0
ovarian,2.5,0.0
ove,0.0,2.5
oven,4.460502940336195,2.5351647580900294
over,3.5590962807618802,3.104998008665984
overachiev,2.5,0.0
overact,19.549378059091087,1.0479516371446924
overag,0.0,2.5
overal,2.3319994094482235,4.940218471165503
overallgreat,0.0,2.5
overanalyz,3.321928094887363,3.321928094887363
overand,0.0,2.5
overarch,5.0,0.0
overaw,0.0,2.5
overbear,3.719611071037446,2.978033117136071
overblown,15.706210959096436,1.1556666496022783
overboard,4.271985235273362,2.6301168673979136
overbrief,2.5,0.0
overburden,5.678873587267573,2.095903274289385
overcam,1.6609640474436815,8.003922779651097
overcharg,5.678873587267573,2.095903274289385
overclock,2.5,0.0
overcom,2.8601228673924655,3.886195594604402
overcompens,2.5,0.0
overcompl,3.321928094887363,3.321928094887363
overcomputer,0.0,2.5
overcook,3.321928094887363,3.321928094887363
overcrit,0.0,2.5
overdescript,2.5,0.0
overdi,2.5,0.0
overdirect,5.0,0.0
overdo,5.678873587267573,2.095903274289385
overdon,11.474446170085354,1.3506893502198491
overdos,3.321928094887363,3.321928094887363
overdr,5.678873587267573,2.095903274289385
overdramat,10.0,0.0
overdrawn,2.5,0.0
overdu,1.9124892893931982,6.4556962358128835
overdub,5.678873587267573,2.095903274289385
overeat,2.5,0.0
overeduc,2.5,0.0
overemphas,3.321928094887363,3.321928094887363
overenthusiast,2.5,0.0
overenunci,2.5,0.0
overestim,5.678873587267573,2.095903274289385
overexagger,2.5,0.0
overexert,0.0,2.5
overexpos,5.0,0.0
overf,0.0,2.5
overfil,2.51294159473206,4.507575551943847
overflow,5.678873587267573,2.095903274289385
overfluf,0.0,2.5
overful,2.5,0.0
overgrown,5.0,0.0
overh,8.003922779651097,1.6609640474436815
overhaul,3.321928094887363,3.321928094887363
overhead,1.1832946624549385,14.937236057436325
overheat,5.678873587267573,2.095903274289385
overhyp,37.981021967708735,0.812711509291959
overindulg,2.5,0.0
overjoy,1.8380053935977752,6.8433137786230045
overkil,2.8394367936337863,3.9173823267621817
overlaid,0.0,2.5
overlaidi,0.0,2.5
overlap,2.8394367936337863,3.9173823267621817
overlay,5.0,0.0
overllock,2.5,0.0
overload,2.2761793375349226,5.094382474196232
overlong,35.0,0.0
overlook,1.7247814630066518,7.540024413314111
overm,2.5,0.0
overnight,3.0815587699515854,3.5873976034096917
overpaid,2.095903274289385,5.678873587267573
overplay,3.719611071037446,2.978033117136071
overpow,2.753471489747459,4.053960922386964
overpr,13.888375516564848,1.2255805957547075
overprais,5.0,0.0
overpric,2.5,0.0
overprocess,2.5,0.0
overproduc,6.677246972230794,1.8687634631850907
overpron,0.0,5.0
overprotect,0.0,2.5
overr,27.077436141549978,0.9185042719710697
overran,2.5,0.0
overratet,2.5,0.0
overreach,2.5,0.0
overreact,2.5,0.0
overrid,4.507575551943847,2.51294159473206
overrun,5.0,0.0
overs,4.507575551943847,2.51294159473206
oversatur,2.5,0.0
oversaw,0.0,2.5
oversea,9.740670059931523,1.4777736715355747
overseen,2.5,0.0
oversex,2.5,0.0
overshaddow,2.5,0.0
overshadow,5.678873587267573,2.095903274289385
overshoot,0.0,2.5
oversight,2.5,0.0
oversimplifi,12.62925313651334,1.285097208938469
oversmok,0.0,2.5
