,negative,positive
loudest,11.474446170085354,1.3506893502198491
loudmouth,14.937236057436325,1.1832946624549385
loudon,0.0,7.5
loudspeak,5.0,0.0
louella,0.0,10.0
loues,0.0,2.5
lough,2.5,0.0
louhim,0.0,2.5
loui,1.8989506895649881,6.522559659672321
louie,1.4306765580733931,10.318851158516171
louis,2.375266937820885,4.827990927155451
louisa,5.678873587267573,2.095903274289385
louisbourg,5.0,0.0
louisiana,2.5950375316654903,4.339356391946547
louisianna,2.5,0.0
louisvill,1.1073093649624544,17.243773525740824
loulou,0.0,10.0
loumier,0.0,2.5
loung,6.8433137786230045,1.8380053935977752
loungecor,2.5,0.0
loup,10.318851158516171,1.4306765580733931
louqu,15.0,0.0
lour,0.0,2.5
lous,1.6609640474436815,8.003922779651097
lousi,20.236020828021196,1.032648654572201
lousiana,0.0,2.5
lousier,2.5,0.0
lousiest,21.854345326782823,1.0
loust,2.5,0.0
loutish,3.321928094887363,3.321928094887363
louvr,0.0,5.0
louy,2.5,0.0
lovabl,1.791273831009814,7.113495128982769
love,1.917640197183414,6.430649976776339
loveabl,1.9679016023841334,6.197015431497114
lovebird,3.321928094887363,3.321928094887363
lovecraft,12.5,0.0
lovecraftian,2.51294159473206,4.507575551943847
lovehal,0.0,2.5
lovehatedreamslifeworkplayfriend,0.0,2.5
lovejoy,0.0,2.5
lovel,0.0,2.5
lovelac,0.0,2.5
loveless,1.8815421796317378,6.610797698940938
loveli,1.285097208938469,12.62925313651334
loveliest,8.003922779651097,1.6609640474436815
lovelorn,3.798794064681797,2.9203673004336506
lovemak,2.4097933153777453,4.742632390555292
lover,2.3915240860690616,4.787351301929626
lovesick,2.095903274289385,5.678873587267573
lovestori,0.0,2.5
lovestruck,2.5,0.0
lovett,0.0,12.5
lovey,2.51294159473206,4.507575551943847
lovin,0.0,10.0
loving,0.0,2.5
lovitz,2.095903274289385,5.678873587267573
low,5.563471650542622,2.128081139310432
lowbal,2.5,0.0
lowbrow,4.675522918696934,2.437986966796919
lowbudget,0.0,2.5
lowdown,2.51294159473206,4.507575551943847
lowel,6.8433137786230045,1.8380053935977752
lowenhielm,0.0,2.5
lowensohn,0.0,2.5
lower,5.220054812594873,2.233495938566828
loweri,5.678873587267573,2.095903274289385
lowest,9.527578261040606,1.4965810536724304
lowish,0.0,2.5
lowitz,0.0,2.5
lowlevel,2.5,0.0
lowli,2.8046767821586527,3.9712170478272815
lowliest,3.321928094887363,3.321928094887363
lowlif,3.321928094887363,3.321928094887363
lowri,0.0,2.5
lowsi,2.5,0.0
loy,2.5950375316654903,4.339356391946547
loyal,2.3725015247533046,4.834984960228124
loyalist,0.0,5.0
loyalti,0.0,10.0
lp,2.51294159473206,4.507575551943847
lps,0.0,2.5
lq,0.0,5.0
lr,2.5,0.0
ls,0.0,2.5
lsd,3.5873976034096917,3.0815587699515854
lt,2.7466359508287996,4.065331018606768
lta,0.0,7.5
ltas,0.0,5.0
ltd,0.0,2.5
ltl,5.0,0.0
lu,0.0,2.5
luan,17.5,0.0
luana,0.0,2.5
luau,2.5,0.0
lubbock,0.0,2.5
lube,3.321928094887363,3.321928094887363
lubezki,2.5,0.0
lubin,0.0,5.0
lubitsch,1.2474546526209354,13.398787608311364
lubric,2.5,0.0
lubrici,5.0,0.0
lubtchanski,0.0,2.5
luc,3.798794064681797,2.9203673004336506
luca,1.4911209584096758,9.588466229057156
lucasfilm,2.095903274289385,5.678873587267573
lucci,3.321928094887363,3.321928094887363
luce,5.678873587267573,2.095903274289385
lucha,5.0,0.0
luchador,2.5,0.0
luchini,0.0,2.5
luchino,3.321928094887363,3.321928094887363
luci,2.0468703989692965,5.8655367393215
lucia,3.321928094887363,3.321928094887363
lucian,17.243773525740824,1.1073093649624544
luciana,3.321928094887363,3.321928094887363
luciano,0.0,17.5
lucid,1.4306765580733931,10.318851158516171
lucien,1.1832946624549385,14.937236057436325
lucienn,0.0,22.5
lucif,3.321928094887363,3.321928094887363
luciferian,2.5,0.0
lucil,1.0,21.854345326782823
lucill,5.445306345465875,2.162639121587463
lucina,0.0,2.5
lucinda,1.8380053935977752,6.8433137786230045
lucinenn,0.0,2.5
lucio,2.7582552030875207,4.046050285085585
lucious,2.5,0.0
lucit,0.0,2.5
lucius,7.5,0.0
luck,3.419623849087656,3.2278481179064418
luckett,0.0,7.5
lucki,2.415878424397878,4.727955424065444
luckier,0.0,2.5
luckiest,4.507575551943847,2.51294159473206
luckili,3.12975917676631,3.529811729289795
luckless,2.095903274289385,5.678873587267573
lucklili,0.0,2.5
lucr,0.0,2.5
lucrat,6.610797698940938,1.8815421796317378
lucrencia,0.0,2.5
luda,2.5,0.0
ludacra,0.0,2.5
luddit,0.0,5.0
luder,0.0,2.5
ludicr,10.380507116413428,1.4259637751058758
ludicri,2.5,0.0
ludivin,0.0,2.5
ludlam,2.5,0.0
ludlow,3.321928094887363,3.321928094887363
ludlum,5.0,0.0
ludvig,0.0,5.0
ludw,0.0,2.5
ludwig,4.1145820804822515,2.717562737549928
luft,0.0,2.5
luftwaff,1.6609640474436815,8.003922779651097
lug,1.285097208938469,12.62925313651334
lugaci,0.0,2.5
luger,3.321928094887363,3.321928094887363
luggag,5.0,0.0
lughnasa,0.0,2.5
lugia,5.0,0.0
lugosi,4.878505115164699,2.3555029817979696
lugubri,3.321928094887363,3.321928094887363
luhrman,2.095903274289385,5.678873587267573
luhrmann,2.5,0.0
lui,1.4947531601505835,9.547874667292193
luigi,2.4097933153777453,4.742632390555292
luis,2.095903274289385,5.678873587267573
luisa,0.0,5.0
luisi,5.0,0.0
luiz,0.0,2.5
luj,0.0,7.5
luka,2.1803695489250283,5.386869421779831
luke,2.265849427058775,5.1241513961329765
lukewarm,27.61502353207353,0.9116518111250529
lull,2.375266937820885,4.827990927155451
lullabi,5.0,0.0
lulli,0.0,2.5
lulu,3.719611071037446,2.978033117136071
lumag,0.0,2.5
lumber,8.214659114957284,1.634468111731971
lumberman,0.0,2.5
lumbl,0.0,10.0
lumet,1.1959673930921917,14.60762872344168
lumi,0.0,10.0
lumic,0.0,2.5
lumier,2.2761793375349226,5.094382474196232
lumin,1.539682290355634,9.073135660500611
luminari,3.321928094887363,3.321928094887363
luminesc,2.51294159473206,4.507575551943847
luminisc,0.0,2.5
lump,3.054750901711627,3.6204807592266683
lumpen,8.003922779651097,1.6609640474436815
lumpi,35.0,0.0
lumpiest,2.5,0.0
lumumba,1.4306765580733931,10.318851158516171
luna,1.6609640474436815,8.003922779651097
lunar,4.507575551943847,2.51294159473206
lunat,4.576761516283344,2.481269306168394
lunch,4.212993519393615,2.6619559702796276
lunchtim,0.0,2.5
lund,2.5,0.0
lundberg,0.0,2.5
lundergaard,0.0,2.5
lundgren,22.62255984285851,0.9859595037178348
lundgrin,2.5,0.0
lundholm,0.0,2.5
lundi,5.0,0.0
lundquist,0.0,2.5
lune,5.0,0.0
lung,2.717562737549928,4.1145820804822515
lunghi,2.5,0.0
lungren,7.5,0.0
lunk,2.5,0.0
lunkhead,5.678873587267573,2.095903274289385
lunohod,2.5,0.0
lupa,2.5,0.0
lupe,7.5,0.0
lupin,1.3506893502198491,11.474446170085354
lupinesqu,0.0,2.5
lupino,1.1073093649624544,17.243773525740824
lupita,5.0,0.0
lupo,3.321928094887363,3.321928094887363
luppi,0.0,2.5
lupton,0.0,2.5
lupus,2.5,0.0
luqu,0.0,2.5
lurch,7.0093046768582425,1.8088351765837412
lure,5.4249826032176784,2.1687560749287678
lurhmann,2.5,0.0
lurid,2.571617285976746,4.38579066710321
lurk,3.9173823267621817,2.8394367936337863
lurki,0.0,2.5
lurleen,2.5,0.0
luscious,2.2537877759719245,5.159425579258086
lush,1.8380053935977752,6.8433137786230045
lusha,0.0,5.0
lushious,0.0,5.0
lushka,2.5,0.0
lusitania,0.0,2.5
lussier,5.0,0.0
lust,2.19330974196567,5.345117011325181
luster,8.003922779651097,1.6609640474436815
lusti,1.7135711483586733,7.617369497207078
lustig,7.5,0.0
lustili,0.0,2.5
lustr,10.318851158516171,1.4306765580733931
lustreless,2.5,0.0
lustrous,0.0,7.5
lute,3.321928094887363,3.321928094887363
luther,7.423983573584705,1.7420653825330148
lutheran,2.5,0.0
luthien,0.0,2.5
luthor,5.678873587267573,2.095903274289385
luthorcorp,0.0,5.0
luthria,2.5,0.0
lutz,7.5,0.0
lutzki,2.5,0.0
luv,2.2761793375349226,5.094382474196232
luva,0.0,5.0
luve,0.0,5.0
luvi,0.0,2.5
lux,2.095903274289385,5.678873587267573
luxembourg,0.0,5.0
luxemburg,0.0,2.5
luxuri,2.4212854910694714,4.7150036700515985
luz,0.0,2.5
luzhin,0.0,82.5
luzma,0.0,5.0
lv,17.5,0.0
lve,2.5,0.0
lvl,0.0,2.5
lwf,2.5,0.0
lwr,0.0,2.5
lwt,2.5,0.0
ly,5.678873587267573,2.095903274289385
lybbert,2.5,0.0
lybia,0.0,2.5
lycan,15.0,0.0
lycanthrop,7.5,0.0
lycanthropi,0.0,2.5
lycra,2.5,0.0
lyda,0.0,2.5
lydi,3.321928094887363,3.321928094887363
lydia,1.285097208938469,12.62925313651334
lydon,2.5,0.0
lyduschka,0.0,5.0
lye,2.5,0.0
lyin,0.0,2.5
lyle,2.3475901497877913,4.899079389427794
lyman,0.0,2.5
lyme,7.5,0.0
lyn,3.321928094887363,3.321928094887363
lynch,2.5642927228407246,4.400560461481861
lynchean,2.5,0.0
lynchian,2.095903274289385,5.678873587267573
lynd,0.0,2.5
lynda,8.003922779651097,1.6609640474436815
lyndhurst,2.5,0.0
lyndon,6.8433137786230045,1.8380053935977752
lyndsay,0.0,2.5
lyne,3.321928094887363,3.321928094887363
lynn,3.441575920909497,3.2076587491603172
lynx,2.5,0.0
lyon,2.3475901497877913,4.899079389427794
lyonn,0.0,2.5
lyra,0.0,2.5
lyric,1.730728375791218,7.499665591707547
lyricist,3.321928094887363,3.321928094887363
lysett,0.0,2.5
lysol,2.5,0.0
lyta,5.0,0.0
lyu,5.0,0.0
lyudmila,0.0,2.5
ma,4.1145820804822515,2.717562737549928
maa,3.321928094887363,3.321928094887363
maaann,2.5,0.0
maacha,0.0,2.5
maadri,2.5,0.0
maaja,2.5,0.0
maal,0.0,2.5
mabel,2.1803695489250283,5.386869421779831
mac,3.321928094887363,3.321928094887363
macabr,1.797583146976218,7.075680991593563
macabra,0.0,2.5
macadam,0.0,2.5
macadd,0.0,2.5
macan,0.0,2.5
macao,2.5,0.0
macarena,2.5,0.0
macarhur,0.0,2.5
macarth,0.0,2.5
macarthur,1.4306765580733931,10.318851158516171
macaulay,14.937236057436325,1.1832946624549385
macauley,4.507575551943847,2.51294159473206
macbeal,2.5,0.0
macbeth,3.7429109957755533,2.9607452315402925
macbrid,0.0,2.5
macca,0.0,2.5
macchesney,0.0,7.5
macchu,0.0,2.5
macclan,2.5,0.0
maccrimmon,0.0,5.0
macdonald,2.6301168673979136,4.271985235273362
macdougal,2.5,0.0
macdowel,8.003922779651097,1.6609640474436815
mace,10.318851158516171,1.4306765580733931
macedonia,2.5,0.0
macedonian,8.003922779651097,1.6609640474436815
macek,5.678873587267573,2.095903274289385
macer,5.0,0.0
macfarlan,0.0,2.5
macfayden,2.5,0.0
macgraw,2.5,0.0
macgregor,0.0,7.5
macguffin,2.5,0.0
macguyv,2.5,0.0
macgyv,0.0,2.5
mach,3.321928094887363,3.321928094887363
macha,0.0,7.5
machat,0.0,2.5
machati,0.0,2.5
machet,4.03576521428727,2.7645093919489363
machi,0.0,2.5
machiavelli,0.0,5.0
machiavellian,1.9535700439406751,6.261707715779571
machievellian,0.0,2.5
machin,3.321928094887363,3.321928094887363
machina,12.62925313651334,1.285097208938469
machinist,2.5,0.0
machismo,0.0,2.5
macho,3.581641902575556,3.086287322929551
machre,0.0,2.5
maci,0.0,22.5
macintosh,5.0,0.0
mack,1.7420653825330148,7.423983573584705
mackail,2.5,0.0
mackellar,0.0,2.5
mackendrick,2.095903274289385,5.678873587267573
mackenzi,3.321928094887363,3.321928094887363
mackey,0.0,2.5
maclachlan,2.5,0.0
maclain,25.0,0.0
maclan,0.0,2.5
maclaughlin,0.0,2.5
maclean,1.6134529492945238,8.39021847487761
macliammoir,0.0,2.5
macmahon,0.0,12.5
macmurray,2.3475901497877913,4.899079389427794
macneill,0.0,2.5
macnicol,2.5,0.0
macon,0.0,5.0
macra,0.0,2.5
macrauch,0.0,5.0
macreadi,0.0,42.5
macro,3.321928094887363,3.321928094887363
macromedia,5.0,0.0
macross,0.0,5.0
mactavish,5.0,0.0
mad,3.3944805364966064,3.251388979799079
madagascan,0.0,2.5
madagascar,2.5,0.0
madalyn,0.0,2.5
madam,2.51294159473206,4.507575551943847
madcap,1.1073093649624544,17.243773525740824
madchen,7.5,0.0
madden,6.34486149433979,1.9356220019364556
madder,3.321928094887363,3.321928094887363
maddi,25.0,0.0
maddin,5.0,0.0
maddona,2.5,0.0
maddonna,0.0,2.5
maddox,5.0,0.0
made,3.7960705424209875,2.9223005450425883
madelein,2.51294159473206,4.507575551943847
madelin,3.321928094887363,3.321928094887363
mader,2.5,0.0
madg,0.0,10.0
madhavi,0.0,2.5
madhubala,0.0,12.5
madhur,1.285097208938469,12.62925313651334
madhuri,0.0,2.5
madhvi,0.0,5.0
madi,3.321928094887363,3.321928094887363
madiba,0.0,2.5
madigan,1.1073093649624544,17.243773525740824
madison,3.5392393166248803,3.12173046672301
madman,2.095903274289385,5.678873587267573
madmen,2.5,0.0
mado,0.0,7.5
madoc,3.321928094887363,3.321928094887363
madonna,2.8394367936337863,3.9173823267621817
madperson,2.5,0.0
madr,0.0,7.5
madrid,1.8380053935977752,6.8433137786230045
madrig,0.0,2.5
madsden,2.5,0.0
madsen,44.89056748035494,0.768621786840241
madtv,2.5,0.0
madwoman,0.0,2.5
mae,3.0815587699515854,3.5873976034096917
maeder,0.0,2.5
maelstrom,0.0,2.5
maeros,2.5,0.0
maestro,0.0,15.0
maetel,0.0,7.5
maev,0.0,10.0
mafia,4.742632390555292,2.4097933153777453
mafiosi,0.0,2.5
mafioso,0.0,2.5
mag,8.003922779651097,1.6609640474436815
magalh,0.0,2.5
magaret,5.0,0.0
magda,10.318851158516171,1.4306765580733931
magdalena,0.0,5.0
magera,2.5,0.0
magest,0.0,2.5
maggart,2.5,0.0
maggi,1.7353497031652887,7.468618028718163
maggot,4.507575551943847,2.51294159473206
maggoti,0.0,2.5
magic,2.3589420416301237,4.8696261858442655
magicfest,0.0,2.5
magician,2.481269306168394,4.576761516283344
magick,0.0,5.0
magillicutti,2.5,0.0
magisteri,2.5,0.0
magistr,1.6609640474436815,8.003922779651097
maglit,2.5,0.0
magna,0.0,5.0
magnani,0.0,7.5
magnanim,4.507575551943847,2.51294159473206
magnavolt,2.5,0.0
magnet,2.0547949176051454,5.8344371848735035
magneto,2.5,0.0
magnfici,2.5,0.0
magnier,0.0,2.5
magnif,0.0,2.5
magnifi,3.103476471903321,3.5609161165707097
magnific,1.3101546902698131,12.162496736206544
magnifici,2.095903274289385,5.678873587267573
magnifisc,0.0,2.5
magnitud,3.321928094887363,3.321928094887363
magnoli,0.0,2.5
magnolia,2.4097933153777453,4.742632390555292
magnum,4.507575551943847,2.51294159473206
magnus,0.0,5.0
magoo,15.0,0.0
magorian,0.0,5.0
magra,0.0,2.5
magritt,0.0,2.5
magrud,2.5,0.0
magsel,2.5,0.0
magtena,2.5,0.0
maguir,1.4306765580733931,10.318851158516171
magus,0.0,2.5
mah,0.0,2.5
mahal,0.0,5.0
mahan,0.0,2.5
mahar,2.5,0.0
maharashtra,0.0,2.5
maharashtrian,8.003922779651097,1.6609640474436815
maharet,0.0,5.0
mahatma,0.0,17.5
mahayana,0.0,2.5
mahe,0.0,2.5
mahendru,0.0,2.5
maher,7.230516925979993,1.7721967586109773
mahesh,10.0,0.0
mahhahahahah,2.5,0.0
mahindra,0.0,2.5
mahkmalbaf,0.0,2.5
mahler,2.095903274289385,5.678873587267573
mahmoud,2.095903274289385,5.678873587267573
mahmut,0.0,35.0
mahogani,2.5,0.0
mai,3.321928094887363,3.321928094887363
maia,0.0,2.5
maid,1.4306765580733931,10.318851158516171
maiden,2.51294159473206,4.507575551943847
maier,3.321928094887363,3.321928094887363
mail,3.662986595046085,3.0212099296053805
maili,0.0,2.5
maillard,2.5,0.0
mailman,3.321928094887363,3.321928094887363
maim,2.6619559702796276,4.212993519393615
main,3.578374872130243,3.0889799753686913
mainland,2.095903274289385,5.678873587267573
mainlin,8.003922779651097,1.6609640474436815
mainlli,0.0,2.5
mainstay,0.0,2.5
mainstrain,2.5,0.0
mainstream,2.0127828232785028,6.003663091357005
maintain,2.0680155220045067,5.783368872760267
mainwar,0.0,20.0
maison,0.0,2.5
maitr,2.5,0.0
maiyan,0.0,2.5
maiz,2.5,0.0
maj,0.0,12.5
majest,1.5702972679322118,8.776290847640777
majesti,2.6301168673979136,4.271985235273362
majid,0.0,2.5
majidi,0.0,2.5
majin,3.321928094887363,3.321928094887363
majo,0.0,2.5
major,3.284233800481885,3.360189770371161
majorcan,0.0,2.5
majour,2.5,0.0
majrooh,0.0,5.0
mak,0.0,5.0
makavejev,2.5,0.0
make,3.7482506760925016,2.9568215048515585
makeov,1.4306765580733931,10.318851158516171
makepeac,3.321928094887363,3.321928094887363
makeshift,3.321928094887363,3.321928094887363
makeup,4.507575551943847,2.51294159473206
makhmalbaf,0.0,2.5
makin,0.0,2.5
mako,2.095903274289385,5.678873587267573
makutsi,2.5,0.0
mal,0.9116518111250529,27.61502353207353
mala,0.0,2.5
malacca,2.5,0.0
maladi,2.5,0.0
maladjust,10.318851158516171,1.4306765580733931
maladolescenza,2.5,0.0
maladroit,0.0,5.0
malam,2.5,0.0
malama,2.5,0.0
malamud,2.5,0.0
malaprop,0.0,5.0
malaria,4.507575551943847,2.51294159473206
malayalam,0.0,2.5
malayan,5.0,0.0
malaysia,2.5,0.0
malaysian,4.899079389427794,2.3475901497877913
malchovich,0.0,2.5
malco,0.0,2.5
malcolm,4.507575551943847,2.51294159473206
malcom,12.62925313651334,1.285097208938469
malcont,5.678873587267573,2.095903274289385
malcov,0.0,2.5
malden,4.507575551943847,2.51294159473206
maldic,5.0,0.0
maldito,0.0,2.5
male,3.662986595046085,3.0212099296053805
malefiqu,0.0,2.5
malenkaya,0.0,2.5
malevol,3.5873976034096917,3.0815587699515854
malfatti,0.0,2.5
malform,12.62925313651334,1.285097208938469
malfunct,4.899079389427794,2.3475901497877913
malhotra,0.0,2.5
mali,2.5,0.0
malibu,2.095903274289385,5.678873587267573
malic,2.5,0.0
malici,4.438343561969697,2.54582245555384
malick,2.9203673004336506,3.798794064681797
malign,2.3475901497877913,4.899079389427794
malik,1.8380053935977752,6.8433137786230045
malika,2.5,0.0
malikka,2.5,0.0
maling,0.0,2.5
malkovich,1.5150322905906413,9.32749074815061
malkovichian,2.5,0.0
malkowich,0.0,5.0
mall,3.5873976034096917,3.0815587699515854
mallachi,2.5,0.0
mallarino,0.0,2.5
malleabl,0.0,5.0
mallepa,0.0,2.5
malleson,0.0,17.5
mallet,2.5,0.0
malley,0.0,7.5
mallika,2.5,0.0
mallori,5.0,0.0
malmo,2.5,0.0
malnourish,2.5,0.0
malnutrit,2.5,0.0
malocchio,0.0,2.5
malodor,7.5,0.0
malon,0.0,20.0
maloney,0.0,2.5
maloni,5.0,0.0
malplac,7.5,0.0
malpractic,5.0,0.0
malt,0.0,2.5
malta,20.0,0.0
maltes,2.028745201894865,5.938086056808406
malth,2.5,0.0
malthusian,0.0,2.5
maltin,2.095903274289385,5.678873587267573
maltreat,3.321928094887363,3.321928094887363
mama,3.321928094887363,3.321928094887363
mamado,0.0,2.5
mamain,0.0,2.5
maman,3.321928094887363,3.321928094887363
mamardashvili,0.0,2.5
mambo,3.321928094887363,3.321928094887363
mamdodo,0.0,2.5
mame,10.318851158516171,1.4306765580733931
mamet,1.7420653825330148,7.423983573584705
mami,3.321928094887363,3.321928094887363
mamma,4.507575551943847,2.51294159473206
mammal,0.0,5.0
mammari,5.0,0.0
mammarian,2.5,0.0
mammet,2.5,0.0
mammi,1.6609640474436815,8.003922779651097
mammoth,1.530895350152348,9.162168319362612
mamono,0.0,2.5
mamoru,5.678873587267573,2.095903274289385
mamoulian,1.4306765580733931,10.318851158516171
mamouni,0.0,5.0
man,4.241542903638603,2.646412606099022
manag,3.4609453823864604,3.1901191408438234
manageri,0.0,5.0
manal,0.0,2.5
manawaka,0.0,2.5
manbearpig,0.0,12.5
manbeast,2.5,0.0
mancha,0.0,2.5
manchest,3.321928094887363,3.321928094887363
manchu,0.0,7.5
manchurian,1.8380053935977752,6.8433137786230045
mancia,2.5,0.0
mancini,3.321928094887363,3.321928094887363
manco,2.5,0.0
mancuso,0.0,10.0
mandalar,2.5,0.0
mandarin,12.62925313651334,1.285097208938469
mandat,1.6609640474436815,8.003922779651097
mandatori,3.5873976034096917,3.0815587699515854
mandela,2.5,0.0
mander,0.0,2.5
mandi,4.1145820804822515,2.717562737549928
mandibl,2.5,0.0
mandinga,2.5,0.0
mandingo,2.5,0.0
mandra,0.0,7.5
mandylor,0.0,2.5
mane,7.5,0.0
maneat,3.321928094887363,3.321928094887363
manech,2.5,0.0
maneuv,2.2537877759719245,5.159425579258086
maneuver,5.0,0.0
manfish,2.5,0.0
manfr,1.4947531601505835,9.547874667292193
mang,5.678873587267573,2.095903274289385
manga,0.9602525677891276,24.15885792809679
mangal,0.0,2.5
manger,2.5,0.0
mangi,3.321928094887363,3.321928094887363
mangl,9.290755056556467,1.518507538106327
mango,5.0,0.0
mangold,2.095903274289385,5.678873587267573
manhandl,3.9173823267621817,2.8394367936337863
manhat,0.0,2.5
manhattan,2.095903274289385,5.678873587267573
manhatten,3.321928094887363,3.321928094887363
manhol,5.678873587267573,2.095903274289385
manhood,1.1832946624549385,14.937236057436325
manhunt,2.5,0.0
mani,2.7452352912383815,4.067670559722243
mania,3.321928094887363,3.321928094887363
maniac,3.373988880190095,3.2709121521654234
manic,2.530818848246192,4.469615461530866
manichaean,2.5,0.0
manicheist,0.0,2.5
manicur,2.8394367936337863,3.9173823267621817
manifest,2.315034014445668,4.985914083744316
manigot,0.0,2.5
manikin,2.5,0.0
manilow,1.8380053935977752,6.8433137786230045
manipul,2.7028014567185767,4.140154901006686
maniratnam,0.0,2.5
manish,7.5,0.0
manisha,5.678873587267573,2.095903274289385
manitoba,0.0,2.5
mankel,2.5,0.0
mankiewicz,2.095903274289385,5.678873587267573
mankind,3.719611071037446,2.978033117136071
manlow,0.0,2.5
manmad,2.5,0.0
manmohan,0.0,2.5
mann,1.1209573480033241,16.782552996607492
manna,0.0,7.5
mannag,2.5,0.0
mannara,2.5,0.0
mannequin,3.321928094887363,3.321928094887363
manner,2.8158948350489266,3.953642915486646
mannerist,0.0,5.0
mannheim,0.0,2.5
manni,1.4306765580733931,10.318851158516171
mannish,7.5,0.0
mannix,0.0,2.5
mannu,2.5,0.0
mano,84.03909858759987,0.637673065048409
manoeuv,0.0,2.5
manoeuvr,3.321928094887363,3.321928094887363
manohar,0.0,2.5
manoj,2.095903274289385,5.678873587267573
manojlov,3.321928094887363,3.321928094887363
manoliu,2.5,0.0
manor,2.51294159473206,4.507575551943847
manoy,0.0,2.5
manqu,2.5,0.0
mansalva,2.5,0.0
manserv,1.8380053935977752,6.8433137786230045
mansfield,11.08934760734396,1.3755182252363891
mansion,0.0,2.5
manslaught,2.095903274289385,5.678873587267573
manson,8.467449830186867,1.6044944060210176
mansour,5.0,0.0
mansquito,2.5,0.0
mantan,8.003922779651097,1.6609640474436815
mantegna,2.51294159473206,4.507575551943847
manti,2.5,0.0
manticor,2.5,0.0
mantl,2.095903274289385,5.678873587267573
mantra,3.321928094887363,3.321928094887363
manu,15.0,0.0
manual,4.598040575429562,2.471756550578161
manucci,0.0,2.5
manuel,0.0,2.5
manuela,2.5,0.0
manuev,0.0,2.5
manufactur,2.8512954216888797,3.899428087479004
manur,7.5,0.0
manuscript,7.5,0.0
manvill,5.678873587267573,2.095903274289385
manzano,0.0,2.5
manzari,2.5,0.0
mao,0.0,10.0
maoist,2.5,0.0
maori,1.8380053935977752,6.8433137786230045
map,1.797583146976218,7.075680991593563
mapl,3.321928094887363,3.321928094887363
mapoth,0.0,2.5
mappl,2.5,0.0
mappo,0.0,2.5
mar,3.5253982075794754,3.1335367553180364
mara,10.0,0.0
maradona,0.0,17.5
maraglia,2.5,0.0
marahuana,0.0,2.5
marai,0.0,2.5
marar,5.0,0.0
marathi,1.6609640474436815,8.003922779651097
marathon,2.095903274289385,5.678873587267573
maratonci,0.0,2.5
maraud,2.717562737549928,4.1145820804822515
marbl,3.054750901711627,3.6204807592266683
marblehead,0.0,5.0
marc,2.45407609740746,4.638223219251579
marceau,2.5,0.0
marcel,1.7247814630066518,7.540024413314111
marcela,0.0,5.0
marcelin,0.0,2.5
marcella,0.0,2.5
marcello,1.8380053935977752,6.8433137786230045
marcellus,2.5,0.0
march,2.9554817088731196,3.750078366802555
marchal,0.0,2.5
marchand,0.0,10.0
marchant,0.0,2.5
marci,8.003922779651097,1.6609640474436815
marcia,7.5,0.0
marcial,2.5,0.0
marciano,0.0,2.5
marco,2.095903274289385,5.678873587267573
marcovici,2.5,0.0
marcus,1.7721967586109773,7.230516925979993
marcuzzo,0.0,2.5
mard,5.0,0.0
marden,2.5,0.0
mardi,10.318851158516171,1.4306765580733931
mardsen,2.5,0.0
mare,10.0,0.0
marebito,2.5,0.0
marenghi,0.0,5.0
marengi,0.0,2.5
marg,8.003922779651097,1.6609640474436815
margaret,1.9906159254509446,6.097458380372068
margareth,0.0,2.5
margaretta,0.0,2.5
margarita,8.003922779651097,1.6609640474436815
margaux,8.003922779651097,1.6609640474436815
margera,0.0,2.5
margher,3.321928094887363,3.321928094887363
margi,3.321928094887363,3.321928094887363
margin,8.347308330447676,1.6185046655009534
marginalis,1.6609640474436815,8.003922779651097
margit,0.0,2.5
margo,2.3475901497877913,4.899079389427794
margolin,0.0,2.5
margot,2.2761793375349226,5.094382474196232
margotta,0.0,2.5
margret,1.6609640474436815,8.003922779651097
marguerit,1.4306765580733931,10.318851158516171
mari,2.7384499665179924,4.07905129785352
maria,1.8192670213190272,6.948952785826297
mariachi,2.095903274289385,5.678873587267573
mariag,0.0,2.5
mariam,2.5,0.0
marian,2.51294159473206,4.507575551943847
mariana,2.5,0.0
mariann,3.9173823267621817,2.8394367936337863
maribel,5.0,0.0
maribell,0.0,5.0
marich,0.0,2.5
mariel,7.5,0.0
mariell,0.0,2.5
mariett,0.0,5.0
marigold,2.51294159473206,4.507575551943847
marihuana,0.0,2.5
marijuana,2.51294159473206,4.507575551943847
marilia,0.0,2.5
marilu,3.321928094887363,3.321928094887363
marilyn,5.419336715827554,2.170464653912342
marin,1.6609640474436815,8.003922779651097
marina,0.9266284080291269,26.463034750828918
marinis,0.0,2.5
mario,1.3098812310156134,12.16741049762854
marion,1.1073093649624544,17.243773525740824
marisa,3.054750901711627,3.6204807592266683
marisc,7.5,0.0
marischka,0.0,2.5
mariska,0.0,2.5
marissa,3.321928094887363,3.321928094887363
marit,3.0966287156560632,3.569135953636235
marita,3.321928094887363,3.321928094887363
maritim,2.5,0.0
marius,5.678873587267573,2.095903274289385
marivaux,5.0,0.0
marj,2.5,0.0
marjori,1.8815421796317378,6.610797698940938
mark,2.3031991082548093,5.018380323246834
market,4.574151535375215,2.482443361424548
marketplac,0.0,2.5
markham,0.0,2.5
marki,4.899079389427794,2.3475901497877913
markoff,2.5,0.0
markov,5.0,0.0
marksman,2.5,0.0
marla,6.8433137786230045,1.8380053935977752
marle,8.003922779651097,1.6609640474436815
marleen,1.285097208938469,12.62925313651334
marlen,2.717562737549928,4.1145820804822515
marley,0.0,12.5
