,negative,neutral,positive,total
delinqu,0.0,1.0,0.0,1.0
deliri,2.0,0.0,2.0,4.0
deliv,42.0,14.0,6.0,62.0
delta,0.0,0.0,1.0,1.0
delusion,2.0,0.0,0.0,2.0
delv,2.0,1.0,0.0,3.0
demand,12.0,5.0,0.0,17.0
demean,1.0,0.0,0.0,1.0
demeanor,1.0,1.0,0.0,2.0
dement,5.0,1.0,1.0,7.0
demm,1.0,0.0,1.0,2.0
democrat,1.0,0.0,1.0,2.0
demograph,5.0,1.0,0.0,6.0
demon,1.0,1.0,0.0,2.0
demonstr,13.0,3.0,1.0,17.0
dench,1.0,0.0,0.0,1.0
deni,9.0,4.0,2.0,15.0
denial,2.0,0.0,0.0,2.0
deniro,0.0,1.0,0.0,1.0
denizen,1.0,0.0,1.0,2.0
denlopp,1.0,0.0,0.0,1.0
denni,0.0,1.0,0.0,1.0
dens,2.0,1.0,1.0,4.0
densest,1.0,0.0,0.0,1.0
denud,1.0,0.0,0.0,1.0
denzel,2.0,2.0,0.0,4.0
depart,0.0,1.0,0.0,1.0
depend,12.0,3.0,1.0,16.0
depict,6.0,3.0,1.0,10.0
deplet,1.0,0.0,0.0,1.0
deploy,1.0,0.0,0.0,1.0
deposit,1.0,0.0,0.0,1.0
deprav,3.0,0.0,0.0,3.0
deprec,3.0,2.0,0.0,5.0
depress,22.0,5.0,4.0,31.0
depriv,0.0,0.0,1.0,1.0
depth,2.0,0.0,0.0,2.0
der,1.0,0.0,0.0,1.0
derail,2.0,1.0,0.0,3.0
derang,1.0,0.0,0.0,1.0
derid,0.0,0.0,1.0,1.0
deris,1.0,0.0,0.0,1.0
deriv,23.0,4.0,2.0,29.0
derrida,0.0,1.0,0.0,1.0
descend,3.0,1.0,0.0,4.0
describ,14.0,4.0,1.0,19.0
deserv,33.0,9.0,3.0,45.0
desicc,2.0,1.0,0.0,3.0
design,11.0,4.0,1.0,16.0
desir,6.0,0.0,0.0,6.0
desmond,0.0,0.0,1.0,1.0
desol,2.0,0.0,0.0,2.0
despair,2.0,1.0,0.0,3.0
desper,18.0,5.0,4.0,27.0
despic,1.0,1.0,0.0,2.0
despis,0.0,1.0,0.0,1.0
desplat,1.0,0.0,0.0,1.0
despond,0.0,0.0,1.0,1.0
destin,4.0,4.0,0.0,8.0
destroy,4.0,0.0,1.0,5.0
destruct,3.0,1.0,1.0,5.0
detach,4.0,2.0,0.0,6.0
detail,14.0,4.0,3.0,21.0
detect,3.0,0.0,1.0,4.0
deterior,1.0,1.0,0.0,2.0
determin,13.0,4.0,2.0,19.0
detract,2.0,1.0,0.0,3.0
deuc,1.0,0.0,0.0,1.0
deutchland,0.0,0.0,1.0,1.0
devast,12.0,0.0,1.0,13.0
develop,17.0,2.0,3.0,22.0
development,1.0,0.0,0.0,1.0
deviant,1.0,1.0,0.0,2.0
devilish,0.0,1.0,1.0,2.0
devious,2.0,0.0,0.0,2.0
devis,1.0,0.0,0.0,1.0
devito,1.0,0.0,0.0,1.0
devoid,6.0,1.0,1.0,8.0
devolv,3.0,0.0,0.0,3.0
devot,3.0,1.0,0.0,4.0
dewi,1.0,0.0,0.0,1.0
dexter,0.0,0.0,1.0,1.0
diabol,2.0,0.0,1.0,3.0
dial,0.0,1.0,0.0,1.0
diari,3.0,1.0,0.0,4.0
dicaprio,1.0,0.0,0.0,1.0
dice,1.0,0.0,0.0,1.0
dicey,1.0,1.0,0.0,2.0
dicken,1.0,0.0,0.0,1.0
dickensian,3.0,0.0,0.0,3.0
did,64.0,18.0,7.0,89.0
didact,3.0,1.0,3.0,7.0
die,18.0,6.0,2.0,26.0
diesel,1.0,1.0,0.0,2.0
differ,29.0,9.0,6.0,44.0
difficult,28.0,9.0,5.0,42.0
diffus,0.0,1.0,0.0,1.0
dig,2.0,1.0,2.0,5.0
digest,3.0,0.0,0.0,3.0
digit,12.0,7.0,1.0,20.0
dignifi,1.0,0.0,0.0,1.0
dilut,2.0,1.0,1.0,4.0
dim,2.0,0.0,0.0,2.0
dimension,10.0,0.0,1.0,11.0
diminish,2.0,1.0,0.0,3.0
dimmer,0.0,0.0,1.0,1.0
dimwit,0.0,0.0,1.0,1.0
dinner,0.0,0.0,1.0,1.0
dip,2.0,0.0,0.0,2.0
dire,0.0,2.0,0.0,2.0
direct,62.0,15.0,15.0,92.0
directori,14.0,3.0,1.0,18.0
dirti,5.0,0.0,0.0,5.0
disabl,1.0,0.0,0.0,1.0
disaffect,1.0,0.0,0.0,1.0
disagre,2.0,0.0,0.0,2.0
disappear,2.0,1.0,0.0,3.0
disappoint,25.0,10.0,3.0,38.0
disarm,3.0,2.0,0.0,5.0
disast,1.0,0.0,0.0,1.0
disastr,1.0,1.0,0.0,2.0
discard,3.0,0.0,0.0,3.0
discern,6.0,0.0,2.0,8.0
disciplin,1.0,0.0,0.0,1.0
disclos,1.0,0.0,0.0,1.0
disconcert,1.0,0.0,0.0,1.0
disconnect,1.0,1.0,0.0,2.0
discont,0.0,1.0,0.0,1.0
discount,1.0,0.0,0.0,1.0
discourag,1.0,1.0,0.0,2.0
discov,7.0,1.0,0.0,8.0
discoveri,1.0,0.0,0.0,1.0
discreet,2.0,0.0,0.0,2.0
discurs,1.0,0.0,0.0,1.0
discuss,2.0,0.0,0.0,2.0
disgrac,2.0,0.0,0.0,2.0
disguis,11.0,4.0,1.0,16.0
disgust,5.0,2.0,1.0,8.0
dish,1.0,0.0,1.0,2.0
dishonest,2.0,0.0,1.0,3.0
dishonor,1.0,0.0,0.0,1.0
disingenu,2.0,0.0,0.0,2.0
disintegr,4.0,0.0,0.0,4.0
disjoint,6.0,3.0,1.0,10.0
dislik,1.0,1.0,0.0,2.0
disloy,1.0,0.0,0.0,1.0
dismal,2.0,0.0,0.0,2.0
dismantl,1.0,0.0,0.0,1.0
dismemb,1.0,0.0,0.0,1.0
dismiss,8.0,2.0,0.0,10.0
disney,4.0,2.0,0.0,6.0
disori,2.0,1.0,0.0,3.0
disorient,1.0,0.0,0.0,1.0
dispar,2.0,0.0,0.0,2.0
dispassion,0.0,1.0,0.0,1.0
dispel,1.0,0.0,0.0,1.0
dispens,1.0,0.0,0.0,1.0
display,4.0,2.0,2.0,8.0
dispos,8.0,0.0,1.0,9.0
dispossess,2.0,0.0,0.0,2.0
disquiet,4.0,1.0,0.0,5.0
disregard,1.0,0.0,0.0,1.0
disreput,1.0,1.0,0.0,2.0
disrespect,1.0,0.0,0.0,1.0
disrob,1.0,0.0,0.0,1.0
diss,1.0,1.0,0.0,2.0
dissatisfi,0.0,1.0,0.0,1.0
dissect,1.0,0.0,0.0,1.0
disservic,1.0,0.0,0.0,1.0
dissip,1.0,0.0,0.0,1.0
dissolv,0.0,1.0,0.0,1.0
distanc,3.0,2.0,0.0,5.0
distant,4.0,1.0,0.0,5.0
distast,4.0,1.0,1.0,6.0
distend,0.0,0.0,1.0,1.0
distil,1.0,0.0,0.0,1.0
distinct,14.0,3.0,3.0,20.0
distinguish,9.0,3.0,1.0,13.0
distort,2.0,0.0,0.0,2.0
distract,7.0,1.0,1.0,9.0
distress,1.0,0.0,0.0,1.0
disturb,14.0,11.0,3.0,28.0
ditch,2.0,0.0,0.0,2.0
dither,0.0,1.0,0.0,1.0
ditsi,1.0,0.0,0.0,1.0
ditti,1.0,0.0,0.0,1.0
diva,0.0,1.0,0.0,1.0
dive,1.0,2.0,0.0,3.0
diverg,1.0,0.0,0.0,1.0
divers,2.0,1.0,1.0,4.0
divert,12.0,4.0,1.0,17.0
divid,1.0,1.0,0.0,2.0
divin,4.0,5.0,1.0,10.0
dixon,0.0,0.0,1.0,1.0
dizzi,0.0,0.0,4.0,4.0
dizzili,1.0,0.0,0.0,1.0
djeinaba,1.0,0.0,0.0,1.0
djs,0.0,0.0,1.0,1.0
do,211.0,63.0,38.0,312.0
doa,1.0,0.0,0.0,1.0
doc,0.0,1.0,0.0,1.0
docu,2.0,0.0,0.0,2.0
document,4.0,0.0,1.0,5.0
documentari,25.0,8.0,1.0,34.0
dodder,0.0,0.0,1.0,1.0
dodgi,1.0,0.0,0.0,1.0
doe,307.0,73.0,37.0,417.0
dog,4.0,1.0,3.0,8.0
doggi,1.0,0.0,0.0,1.0
dogtown,3.0,2.0,0.0,5.0
doh,1.0,0.0,0.0,1.0
dolbi,1.0,0.0,0.0,1.0
dole,1.0,0.0,0.0,1.0
dolli,1.0,0.0,0.0,1.0
dolman,1.0,0.0,0.0,1.0
dolor,1.0,0.0,0.0,1.0
dolphin,1.0,0.0,0.0,1.0
doltish,1.0,0.0,0.0,1.0
domest,7.0,3.0,0.0,10.0
domin,8.0,0.0,0.0,8.0
don,3.0,0.0,0.0,3.0
done,52.0,11.0,7.0,70.0
dong,5.0,2.0,1.0,8.0
donovan,1.0,0.0,0.0,1.0
doodl,1.0,0.0,0.0,1.0
doom,2.0,0.0,0.0,2.0
doomsday,0.0,0.0,1.0,1.0
dope,1.0,0.0,0.0,1.0
dopey,2.0,0.0,0.0,2.0
dori,1.0,0.0,0.0,1.0
dorkier,1.0,0.0,0.0,1.0
dormant,0.0,1.0,0.0,1.0
dormer,0.0,0.0,1.0,1.0
dot,1.0,0.0,0.0,1.0
dote,1.0,0.0,0.0,1.0
doubl,9.0,4.0,3.0,16.0
doubt,3.0,0.0,0.0,3.0
doubtless,0.0,1.0,1.0,2.0
doug,1.0,0.0,0.0,1.0
dougla,1.0,0.0,0.0,1.0
dour,1.0,0.0,0.0,1.0
dover,2.0,0.0,0.0,2.0
down,23.0,7.0,2.0,32.0
downbeat,3.0,0.0,0.0,3.0
downer,0.0,1.0,0.0,1.0
downhil,2.0,0.0,0.0,2.0
downplay,2.0,0.0,0.0,2.0
downright,7.0,1.0,2.0,10.0
downsiz,1.0,0.0,0.0,1.0
downtown,3.0,0.0,0.0,3.0
downward,3.0,0.0,0.0,3.0
dows,0.0,0.0,1.0,1.0
doze,4.0,0.0,0.0,4.0
dr,0.0,1.0,0.0,1.0
drab,3.0,2.0,0.0,5.0
drabli,1.0,0.0,0.0,1.0
drag,20.0,3.0,2.0,25.0
dragon,1.0,1.0,0.0,2.0
drain,3.0,2.0,1.0,6.0
drama,2.0,2.0,1.0,5.0
dramat,54.0,9.0,4.0,67.0
drastic,1.0,0.0,1.0,2.0
draw,13.0,5.0,2.0,20.0
drawl,1.0,0.0,0.0,1.0
drawn,8.0,2.0,2.0,12.0
dread,9.0,2.0,1.0,12.0
dream,7.0,0.0,2.0,9.0
dreami,1.0,0.0,0.0,1.0
dreari,13.0,4.0,0.0,17.0
dredg,1.0,0.0,0.0,1.0
drench,4.0,2.0,0.0,6.0
dress,8.0,1.0,1.0,10.0
drew,3.0,0.0,0.0,3.0
dri,21.0,2.0,0.0,23.0
dridi,0.0,1.0,0.0,1.0
drift,1.0,0.0,0.0,1.0
drink,5.0,1.0,0.0,6.0
drip,1.0,0.0,0.0,1.0
drive,9.0,6.0,1.0,16.0
driven,6.0,3.0,0.0,9.0
driver,1.0,0.0,0.0,1.0
drone,1.0,0.0,0.0,1.0
drool,2.0,0.0,0.0,2.0
drop,9.0,2.0,0.0,11.0
drown,10.0,1.0,0.0,11.0
drowsi,1.0,0.0,0.0,1.0
druggi,2.0,0.0,0.0,2.0
drum,1.0,0.0,1.0,2.0
drunk,1.0,0.0,0.0,1.0
drunken,1.0,0.0,1.0,2.0
dual,2.0,0.0,0.0,2.0
dualist,1.0,0.0,0.0,1.0
dub,4.0,0.0,1.0,5.0
dubious,5.0,1.0,0.0,6.0
dubya,0.0,0.0,1.0,1.0
duck,2.0,0.0,0.0,2.0
duckl,1.0,0.0,0.0,1.0
dud,2.0,0.0,0.0,2.0
dude,1.0,0.0,0.0,1.0
dudsvill,1.0,0.0,0.0,1.0
due,8.0,3.0,2.0,13.0
duke,2.0,0.0,0.0,2.0
duli,1.0,0.0,0.0,1.0
dull,52.0,12.0,7.0,71.0
dullest,4.0,0.0,0.0,4.0
duma,2.0,0.0,0.0,2.0
dumb,28.0,11.0,7.0,46.0
dumber,0.0,1.0,0.0,1.0
dumbest,0.0,1.0,0.0,1.0
dumbfound,0.0,0.0,1.0,1.0
dump,2.0,0.0,0.0,2.0
dunst,1.0,0.0,0.0,1.0
dupe,1.0,0.0,0.0,1.0
duplic,1.0,0.0,0.0,1.0
durabl,2.0,2.0,0.0,4.0
dusti,1.0,1.0,0.0,2.0
duti,4.0,0.0,0.0,4.0
dvd,2.0,0.0,0.0,2.0
dwarf,0.0,1.0,0.0,1.0
dwell,1.0,0.0,0.0,1.0
dylan,1.0,0.0,0.0,1.0
dynam,3.0,1.0,1.0,5.0
dynamit,1.0,0.0,0.0,1.0
dysfunct,9.0,0.0,1.0,10.0
dyspept,0.0,1.0,0.0,1.0
dystopian,1.0,0.0,0.0,1.0
eager,4.0,2.0,0.0,6.0
ear,2.0,0.0,1.0,3.0
earli,12.0,3.0,2.0,17.0
earlier,5.0,5.0,1.0,11.0
earn,10.0,3.0,1.0,14.0
earnest,24.0,5.0,2.0,31.0
earnhart,0.0,1.0,0.0,1.0
earth,5.0,1.0,0.0,6.0
earthbound,0.0,1.0,0.0,1.0
earthi,1.0,0.0,0.0,1.0
earthshak,0.0,1.0,0.0,1.0
easi,42.0,9.0,4.0,55.0
easier,8.0,1.0,0.0,9.0
easili,32.0,7.0,4.0,43.0
east,4.0,0.0,0.0,4.0
eastern,2.0,1.0,0.0,3.0
eastwood,1.0,0.0,0.0,1.0
easygo,0.0,0.0,1.0,1.0
eat,10.0,2.0,1.0,13.0
eavesdrop,0.0,0.0,1.0,1.0
ebulli,2.0,0.0,0.0,2.0
eccentr,7.0,6.0,0.0,13.0
echo,1.0,0.0,0.0,1.0
eckstraordinarili,1.0,0.0,0.0,1.0
eclips,2.0,0.0,0.0,2.0
ecolog,2.0,1.0,0.0,3.0
econom,8.0,0.0,2.0,10.0
ed,3.0,0.0,1.0,4.0
eddi,5.0,0.0,1.0,6.0
edg,2.0,0.0,0.0,2.0
edgi,5.0,0.0,1.0,6.0
edifi,1.0,0.0,0.0,1.0
edit,19.0,2.0,1.0,22.0
edmund,1.0,0.0,0.0,1.0
educ,6.0,4.0,0.0,10.0
edward,3.0,0.0,0.0,3.0
eeri,2.0,1.0,0.0,3.0
eerili,3.0,0.0,0.0,3.0
effect,27.0,13.0,3.0,43.0
effici,3.0,1.0,0.0,4.0
effortless,7.0,0.0,1.0,8.0
egotist,0.0,0.0,1.0,1.0
egoyan,3.0,3.0,0.0,6.0
egregi,2.0,0.0,0.0,2.0
egyptian,0.0,1.0,0.0,1.0
eighth,2.0,0.0,0.0,2.0
eileen,1.0,0.0,0.0,1.0
eisenberg,0.0,0.0,1.0,1.0
eisenstein,1.0,0.0,0.0,1.0
either,5.0,3.0,0.0,8.0
eke,1.0,0.0,0.0,1.0
el,3.0,0.0,0.0,3.0
elabor,7.0,2.0,0.0,9.0
elaps,0.0,1.0,0.0,1.0
elbow,1.0,1.0,0.0,2.0
elder,1.0,1.0,0.0,2.0
eldritch,1.0,0.0,0.0,1.0
elect,1.0,0.0,0.0,1.0
elector,1.0,0.0,0.0,1.0
electr,3.0,1.0,0.0,4.0
electra,1.0,0.0,0.0,1.0
electron,1.0,0.0,0.0,1.0
eleg,17.0,3.0,0.0,20.0
elegiac,1.0,1.0,0.0,2.0
element,1.0,0.0,1.0,2.0
elementari,0.0,1.0,0.0,1.0
eleph,1.0,0.0,0.0,1.0
elev,9.0,2.0,0.0,11.0
eleven,1.0,0.0,0.0,1.0
elfried,2.0,0.0,0.0,2.0
elicit,3.0,0.0,0.0,3.0
elimin,1.0,0.0,0.0,1.0
elizabeth,4.0,2.0,0.0,6.0
ell,4.0,2.0,1.0,7.0
ellen,1.0,0.0,0.0,1.0
elliott,0.0,1.0,0.0,1.0
ellipt,1.0,0.0,1.0,2.0
elm,1.0,0.0,0.0,1.0
elmer,0.0,1.0,0.0,1.0
elmor,0.0,1.0,0.0,1.0
eloqu,9.0,0.0,0.0,9.0
els,41.0,9.0,6.0,56.0
elsewher,4.0,1.0,0.0,5.0
elud,2.0,0.0,0.0,2.0
elus,5.0,0.0,1.0,6.0
elvi,2.0,0.0,0.0,2.0
elvira,0.0,1.0,0.0,1.0
elysian,1.0,0.0,2.0,3.0
em,5.0,1.0,1.0,7.0
emaci,1.0,0.0,0.0,1.0
email,1.0,0.0,0.0,1.0
embalm,1.0,0.0,0.0,1.0
embark,1.0,0.0,1.0,2.0
embarrass,5.0,4.0,0.0,9.0
embed,1.0,0.0,1.0,2.0
embellish,1.0,0.0,1.0,2.0
emblemat,0.0,1.0,0.0,1.0
embodi,2.0,0.0,1.0,3.0
embrac,12.0,2.0,1.0,15.0
embroil,1.0,1.0,0.0,2.0
emerg,22.0,3.0,2.0,27.0
emigr,1.0,0.0,0.0,1.0
emili,1.0,1.0,0.0,2.0
emin,2.0,0.0,0.0,2.0
emot,92.0,18.0,13.0,123.0
empath,2.0,0.0,0.0,2.0
empathet,0.0,1.0,1.0,2.0
empathi,1.0,0.0,1.0,2.0
emphas,9.0,0.0,2.0,11.0
emphasis,1.0,0.0,0.0,1.0
emphat,1.0,0.0,0.0,1.0
employ,5.0,0.0,1.0,6.0
empow,2.0,0.0,0.0,2.0
empower,4.0,0.0,0.0,4.0
empti,15.0,2.0,2.0,19.0
emptili,1.0,0.0,0.0,1.0
emul,1.0,0.0,0.0,1.0
enabl,2.0,0.0,1.0,3.0
enact,3.0,0.0,0.0,3.0
enamor,1.0,0.0,1.0,2.0
enchant,3.0,0.0,0.0,3.0
encompass,2.0,0.0,1.0,3.0
encount,3.0,1.0,1.0,5.0
encourag,8.0,1.0,0.0,9.0
end,95.0,23.0,11.0,129.0
endang,1.0,0.0,0.0,1.0
endear,15.0,3.0,0.0,18.0
endem,0.0,1.0,0.0,1.0
endless,15.0,1.0,1.0,17.0
endors,1.0,0.0,0.0,1.0
endur,9.0,1.0,2.0,12.0
energ,3.0,0.0,0.0,3.0
energet,12.0,4.0,5.0,21.0
energi,1.0,0.0,0.0,1.0
enerv,2.0,1.0,0.0,3.0
enforc,1.0,0.0,0.0,1.0
engag,57.0,12.0,9.0,78.0
engend,1.0,1.0,0.0,2.0
england,0.0,1.0,0.0,1.0
english,10.0,2.0,2.0,14.0
engorg,1.0,0.0,0.0,1.0
engross,23.0,5.0,2.0,30.0
engulf,1.0,1.0,0.0,2.0
enhanc,6.0,1.0,1.0,8.0
enigma,1.0,0.0,0.0,1.0
enigmat,6.0,0.0,0.0,6.0
enjoy,101.0,38.0,14.0,153.0
enlighten,3.0,3.0,0.0,6.0
enliven,2.0,0.0,0.0,2.0
enorm,9.0,4.0,1.0,14.0
enough,176.0,55.0,28.0,259.0
enraptur,0.0,1.0,0.0,1.0
enrich,2.0,0.0,1.0,3.0
ensembl,18.0,2.0,6.0,26.0
ensnar,1.0,2.0,0.0,3.0
ensu,3.0,2.0,0.0,5.0
ensur,4.0,0.0,1.0,5.0
entangl,0.0,0.0,1.0,1.0
enter,10.0,2.0,0.0,12.0
enterpris,0.0,0.0,1.0,1.0
entertain,105.0,25.0,12.0,142.0
enthral,8.0,1.0,0.0,9.0
enthus,0.0,1.0,0.0,1.0
enthusiasm,0.0,1.0,0.0,1.0
enthusiast,8.0,0.0,0.0,8.0
entic,4.0,1.0,0.0,5.0
entir,51.0,9.0,8.0,68.0
entitl,1.0,0.0,0.0,1.0
entranc,2.0,2.0,0.0,4.0
entrepreneuri,1.0,0.0,0.0,1.0
entri,1.0,0.0,0.0,1.0
entwin,1.0,0.0,0.0,1.0
envelop,4.0,1.0,0.0,5.0
envi,0.0,1.0,0.0,1.0
envious,1.0,0.0,1.0,2.0
environment,3.0,0.0,0.0,3.0
envis,0.0,0.0,1.0,1.0
ephemer,0.0,1.0,0.0,1.0
epic,4.0,3.0,2.0,9.0
episod,4.0,3.0,0.0,7.0
eponym,1.0,0.0,1.0,2.0
equal,24.0,4.0,7.0,35.0
equat,1.0,1.0,0.0,2.0
equip,1.0,0.0,0.0,1.0
equival,0.0,0.0,1.0,1.0
er,1.0,0.0,0.0,1.0
eras,0.0,2.0,0.0,2.0
ergo,0.0,1.0,0.0,1.0
eric,6.0,1.0,0.0,7.0
erin,1.0,0.0,0.0,1.0
ernest,1.0,1.0,0.0,2.0
erod,1.0,0.0,0.0,1.0
erot,9.0,0.0,0.0,9.0
erotic,1.0,0.0,0.0,1.0
errat,4.0,0.0,0.0,4.0
erupt,1.0,0.0,0.0,1.0
escal,0.0,1.0,0.0,1.0
escap,13.0,2.0,1.0,16.0
escapist,2.0,0.0,2.0,4.0
eschew,1.0,0.0,0.0,1.0
escort,1.0,0.0,0.0,1.0
esoter,1.0,0.0,0.0,1.0
especi,46.0,11.0,3.0,60.0
espn,2.0,0.0,0.0,2.0
espous,1.0,0.0,0.0,1.0
espresso,0.0,0.0,1.0,1.0
essenti,18.0,5.0,2.0,25.0
establish,8.0,0.0,3.0,11.0
esteem,1.0,0.0,0.0,1.0
estela,1.0,0.0,0.0,1.0
esther,4.0,0.0,1.0,5.0
estrang,2.0,0.0,0.0,2.0
estrogen,1.0,0.0,0.0,1.0
et,1.0,1.0,0.0,2.0
etch,1.0,0.0,0.0,1.0
etern,2.0,0.0,0.0,2.0
ethan,1.0,0.0,1.0,2.0
ether,3.0,0.0,0.0,3.0
ethic,2.0,0.0,0.0,2.0
ethnic,5.0,2.0,0.0,7.0
ethnograph,1.0,0.0,0.0,1.0
etho,1.0,0.0,0.0,1.0
european,4.0,2.0,3.0,9.0
evad,3.0,0.0,0.0,3.0
evalu,2.0,0.0,0.0,2.0
evan,2.0,0.0,0.0,2.0
evanesc,1.0,0.0,0.0,1.0
evangel,1.0,0.0,1.0,2.0
evapor,1.0,0.0,0.0,1.0
evas,1.0,0.0,0.0,1.0
eve,0.0,1.0,0.0,1.0
evelyn,1.0,0.0,0.0,1.0
even,263.0,79.0,47.0,389.0
evenhand,0.0,1.0,0.0,1.0
event,1.0,1.0,0.0,2.0
eventu,21.0,5.0,0.0,26.0
ever,115.0,28.0,13.0,156.0
everlast,4.0,1.0,0.0,5.0
everlyn,1.0,0.0,0.0,1.0
everyday,6.0,1.0,0.0,7.0
everyman,1.0,0.0,0.0,1.0
everytim,0.0,1.0,0.0,1.0
everywher,3.0,1.0,0.0,4.0
evid,3.0,1.0,0.0,4.0
evidenc,0.0,1.0,0.0,1.0
evil,11.0,0.0,1.0,12.0
evinc,0.0,0.0,1.0,1.0
evoc,8.0,2.0,2.0,12.0
evok,12.0,3.0,1.0,16.0
evolv,5.0,0.0,0.0,5.0
ex,2.0,0.0,0.0,2.0
exact,27.0,13.0,9.0,49.0
exagger,5.0,1.0,0.0,6.0
exalt,3.0,0.0,0.0,3.0
examin,7.0,2.0,3.0,12.0
exasper,3.0,2.0,0.0,5.0
exceed,6.0,2.0,1.0,9.0
excel,26.0,10.0,0.0,36.0
except,16.0,0.0,3.0,19.0
excess,8.0,2.0,1.0,11.0
excit,23.0,6.0,4.0,33.0
exclus,1.0,0.0,0.0,1.0
excruci,6.0,0.0,1.0,7.0
excus,2.0,1.0,0.0,3.0
execr,1.0,0.0,0.0,1.0
execut,11.0,1.0,1.0,13.0
exemplari,0.0,0.0,2.0,2.0
exemplifi,1.0,0.0,0.0,1.0
exhaust,8.0,4.0,1.0,13.0
exhibit,1.0,0.0,0.0,1.0
exhilar,14.0,4.0,2.0,20.0
exhum,1.0,0.0,0.0,1.0
exil,1.0,0.0,0.0,1.0
exist,16.0,3.0,0.0,19.0
existenti,5.0,0.0,1.0,6.0
exit,1.0,0.0,0.0,1.0
exot,6.0,2.0,0.0,8.0
expand,6.0,3.0,0.0,9.0
expect,39.0,15.0,4.0,58.0
expediti,1.0,0.0,0.0,1.0
expend,1.0,0.0,0.0,1.0
expens,3.0,0.0,0.0,3.0
experi,1.0,1.0,1.0,3.0
experienc,4.0,1.0,1.0,6.0
experiment,2.0,2.0,0.0,4.0
expert,5.0,2.0,2.0,9.0
explain,7.0,1.0,0.0,8.0
explicit,2.0,0.0,0.0,2.0
explod,2.0,1.0,0.0,3.0
exploit,19.0,3.0,2.0,24.0
explor,18.0,7.0,3.0,28.0
exploratori,1.0,0.0,0.0,1.0
explos,3.0,0.0,0.0,3.0
expo,1.0,0.0,0.0,1.0
expor,0.0,1.0,0.0,1.0
expos,7.0,3.0,0.0,10.0
expositori,1.0,0.0,0.0,1.0
expound,1.0,0.0,1.0,2.0
express,14.0,3.0,0.0,17.0
expressionist,2.0,0.0,0.0,2.0
expressli,1.0,0.0,0.0,1.0
exquisit,10.0,3.0,4.0,17.0
extant,1.0,0.0,0.0,1.0
extemporan,0.0,0.0,1.0,1.0
extend,7.0,3.0,2.0,12.0
extens,3.0,1.0,0.0,4.0
exterior,3.0,0.0,0.0,3.0
extol,0.0,1.0,0.0,1.0
extra,7.0,1.0,0.0,8.0
extract,1.0,0.0,0.0,1.0
extraordinari,13.0,2.0,3.0,18.0
extraordinarili,4.0,0.0,1.0,5.0
extraterrestri,0.0,1.0,0.0,1.0
extravag,5.0,0.0,0.0,5.0
extravaganza,2.0,0.0,0.0,2.0
extrem,33.0,14.0,0.0,47.0
extremist,1.0,0.0,0.0,1.0
exuber,2.0,1.0,0.0,3.0
exud,2.0,4.0,0.0,6.0
eye,11.0,3.0,1.0,15.0
eyebal,0.0,1.0,0.0,1.0
eyr,1.0,1.0,0.0,2.0
fab,0.0,0.0,1.0,1.0
fabian,1.0,0.0,0.0,1.0
fabl,7.0,3.0,3.0,13.0
fabric,1.0,0.0,1.0,2.0
fabul,3.0,1.0,0.0,4.0
face,23.0,7.0,3.0,33.0
faceti,2.0,0.0,0.0,2.0
facial,1.0,2.0,0.0,3.0
facil,1.0,3.0,0.0,4.0
fade,4.0,4.0,0.0,8.0
fail,38.0,11.0,5.0,54.0
failur,0.0,0.0,1.0,1.0
faint,0.0,1.0,0.0,1.0
fair,37.0,10.0,3.0,50.0
fairi,7.0,1.0,0.0,8.0
faith,11.0,5.0,0.0,16.0
fake,7.0,1.0,1.0,9.0
fall,38.0,9.0,2.0,49.0
fallen,3.0,0.0,0.0,3.0
fallibl,1.0,0.0,0.0,1.0
fals,8.0,4.0,0.0,12.0
falter,1.0,0.0,0.0,1.0
fame,1.0,0.0,0.0,1.0
famili,5.0,1.0,0.0,6.0
familiar,52.0,8.0,6.0,66.0
famous,6.0,2.0,2.0,10.0
famuyiwa,2.0,0.0,0.0,2.0
fan,1.0,1.0,1.0,3.0
fanat,2.0,1.0,1.0,4.0
fanboy,1.0,0.0,0.0,1.0
fanci,14.0,1.0,3.0,18.0
fang,1.0,0.0,0.0,1.0
fangoria,1.0,0.0,0.0,1.0
fantas,2.0,0.0,0.0,2.0
fantasi,5.0,1.0,2.0,8.0
fantast,14.0,2.0,0.0,16.0
fantasti,1.0,0.0,0.0,1.0
far,96.0,25.0,20.0,141.0
faraway,1.0,0.0,0.0,1.0
farcic,5.0,1.0,0.0,6.0
farenheit,1.0,0.0,0.0,1.0
farrel,0.0,1.0,0.0,1.0
farrelli,5.0,0.0,1.0,6.0
fart,2.0,0.0,0.0,2.0
fascin,61.0,13.0,6.0,80.0
fashion,25.0,2.0,2.0,29.0
fast,21.0,3.0,3.0,27.0
faster,6.0,1.0,0.0,7.0
fat,2.0,1.0,1.0,4.0
fatal,14.0,3.0,2.0,19.0
fate,1.0,0.0,0.0,1.0
fathom,1.0,0.0,0.0,1.0
fault,5.0,0.0,0.0,5.0
faultless,0.0,1.0,0.0,1.0
faux,1.0,1.0,0.0,2.0
favor,4.0,1.0,0.0,5.0
favorit,4.0,2.0,0.0,6.0
favour,0.0,1.0,0.0,1.0
favourit,1.0,0.0,0.0,1.0
fax,1.0,0.0,0.0,1.0
fear,5.0,0.0,1.0,6.0
